CRM;FANTASIA;CNPJ;TELEFONE;CIDADE;ENDERECO;BAIRRO;CEP;CODIGO_IBGE;ESTADO;ATIVO;STATUS;DIAS_LIBERADOS;MODULOS
38039;Drogaria Sao Luis - Rede Soma - PAULO;33.426.116/0001-46;98984662676 / 98;Satubinha;R Cesario Fahd, 560;Centro;65709-000;2111722;MA;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOS DIGITALIZE: 3,HOSCLOUD BACKUP: 2,HOSCHAT: 4
38040;Farmavida ;37.819.312/0001-31;55984569134 / 55;Boa Vista do Incra;Av Heraclides de Lima Gomes, 2401;Centro;98120-000;4302238;RS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3
38041;Nova Farma ;43.250.744/0001-77;53991443535 / 53;Candiota;Rua Tres, 1080;Vila Operaria;96495-000;4304358;RS;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSCLOUD BACKUP: 2
38043;Malta e Miranda Filial ;36.010.141/0002-13;7533662493 / 75;Alagoinhas;Rua Professor Alcindo Camargo, 41;Centro;48000-133;2900702;BA;Sim;CLIENTE;3.0;MERCHFARMA: 6,HOS P344: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6
38044;Drogabel Capinzal FQ 350 - CELULAH;41.632.541/0001-10;4935555553 / 49;Capinzal;Av XV de Novembro, 51;Centro;89665-000;4203907;SC;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 3
38045;Mais Farma - CLEONIDES;42.921.629/0001-14;84999926884 / 84;Parnamirim;Av Deputado Gastao Mariz de Faria 802 Loja 01;Nova Parnamirim;59152-110;2403251;RN;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,INTEGRAÇÃO IFOOD: 3
38046;Nature - PAULO;37.991.636/0001-52;99984048916 / 99;Colinas;Av Coronel Jose Trajano, 10;Centro;65690-000;2103505;MA;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,HOS FÓRMULA: 3,ESTAÇÃO ADICIONAL: 1
38050;Farmacia do Trabalhador - Melhor Compra - ANDRE;43.580.223/0001-88;77981251547 / 77;Sebastião Laranjeiras;R das Oliveiras, 245;Centro;46450-000;2930006;BA;Sim;CLIENTE;1.0;MERCHFARMA: 1,HOS P344: 1,HOSDASHBOARD: 1
38051;Bela Farma - CLEONIDES;42.118.924/0001-37;84998388155 / 84;Extremoz;R  Pedro Vasconcelos,  48;Centro;59575-000;2403608;RN;Sim;CLIENTE;20.0;MERCHFARMA: 5,HOS P344: 5,ESTAÇÃO ADICIONAL: 3,HOSCLOUD BACKUP: 1
38053;Farmasul Filial - PAULO;47.825.775/0001-60;5195075696 / 51;Palmares do Sul;Av Esparta, 274 - Apto 02;Quintao;95540-000;4313656;RS;Sim;CLIENTE;10.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 4,HOSCLOUD BACKUP: 6
38055;FarMelhor Batatais;05.640.562/0001-13;1636623000 / 1636622601;Batatais;Rua Arthur Lopes de Oliveira, 1084;Santo Antonio;14300-001;3505906;SP;Sim;CLIENTE;30.0;MERCHFARMA: 14,HOS P344: 14,HOS FÓRMULA: 14,HOS FINANÇAS: 14,HOS FISCAL: 14,HOS REPLICADOR: 14,HOSTRIBUTARIO: 14,HOSCLOUD BACKUP: 14,LAYOUT NFS-E: 14,HOSCHAT: 4,INTEGRAÇÃO BLING: 14
38056;FarMelhor Altinopolis Filial ;69.208.361/0001-24;1636653030 / 16;Altinópolis;Praca Dr. Olavo Guimaraes 202;Centro;14350-025;3501004;SP;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 5,HOSCHAT: 4,INTEGRAÇÃO BLING: 5
38057;Drogaria Santa Terezinha Caraubas - ANDRE;10.575.313/0001-21;84998035072 / 84;Caraúbas;Rua Rodolo Fernandes, 17;Centro;59780-000;2402303;RN;Sim;CLIENTE;0.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 1
38058;Drogaria Santa Terezinha - ANDRE;15.051.038/0001-60;84997009081 / 84;Alto Santo;R Joaquim de P. Nogueira, 285;Centro;62970-000;2300705;CE;Sim;CLIENTE;0.0;MERCHFARMA: 4,HOS P344: 4,HOSCLOUD BACKUP: 1
38059;Drogaria Santa Terezinha - ANDRE;70.305.479/0001-50;84998314767 / 84;Severiano Melo;Rua Castelo Branco, 134;Centro;59856-000;2413607;RN;Sim;CLIENTE;15.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 4
38063;Droga Norte - Melhor Compra;41.091.551/0001-95;63992079004 / 63;Santa Fé do Araguaia;Av Araguaia, 1453A;Centro;77848-000;1718865;TO;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 2,HOSDASHBOARD: 3
38064;Drogaria Extra Farma - Rede Minas Farma - LEF SISTEMAS;09.001.914/0001-41;6535651205 / 6535651891;Aripuanã;Rua Dois de Dezembro, 902;centro;78325-000;5101407;MT;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 2
38068;Drogaria Visao - ROMULO;05.481.075/0001-55;3438235548 / 34;Patos de Minas;Rua Ildefonso Bernardes, 565;Guanabara;38701-102;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 5,HOS DIGITALIZE: 5,HOSCLOUD BACKUP: 2,INTEGRAÇÃO IFOOD: 5
38072;Drogaria Lorena - Multifarma - WA - (Cobrança Matriz);03.031.301/0001-70;3235741631 / 32;Tocantins;Praca do Rosario, 282;Centro;36512-000;3169000;MG;Sim;CLIENTE;30.0;HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 2,MERCHFARMA: 5,HOS P344: 5
38073;Drogaria Lorena - Multifarma - WA - (Cobrança Matriz);03.031.301/0002-51;3235741831 / 32;Tocantins;Av Joaquim Dias Santiago, 540;Vargem da Grama;36512-000;3169000;MG;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 5,HOS FISCAL: 2,HOS REPLICADOR: 2,HOSTRIBUTARIO: 2,HOSCLOUD BACKUP: 2
38074;Drogaria Vip ;40.980.459/0001-13;38998360204 / 38;Dom Bosco;Rua Maria Alves 520;Centro;38654-000;3122470;MG;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
38075;Farmacia Cristo Redentor - WELTON -IMP;44.545.886/0001-24;8141062680 / 81;Jaboatão dos Guararapes;R Agamero Magalhaes, 2026;Cavaleiro;54250-000;2607901;PE;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 3
38077;Santana Emp - ANDRE;43.471.049/0001-35;75988712167 / 75;Paulo Afonso;Rua Presidente Medici, 432;Centro;48602-100;2924009;BA;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 2,INTEGRAÇÃO IFOOD: 2
38079;Drogaria Cristo Rei  - PAULO;10.582.603/0001-00;3836761620 / 38998816884;Unaí;Av Governador Valadares, 1478;Centro;38610-014;3170404;MG;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 9,HOS COMPRAS: 9,HOS FINANÇAS: 9,HOS REPLICADOR: 9,ESTAÇÃO ADICIONAL: 2,HOS DIGITALIZE: 9,INTEGRAÇÃO SMARTPED: 1
38082;Drogaria Fernandes - ZULEILSON;41.001.946/0001-50;33999723047 / 33;Águas Vermelhas;Rua Boa Vista, 82 ;Machado Mineiro;39990-000;3101003;MG;Sim;CLIENTE;15.0;MERCHFARMA: 1,HOS P344: 1
38085;Carol Farma - Rede Soma ;44.291.970/0001-69;21998006995 / 21998234602;Aracruz;R Luiz Theodoro Musso, 196;Jequitiba;29193-048;3200607;ES;Sim;CLIENTE;10.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 4
38087;Drogaria Popular Cachoeirinha - Rede Soma;44.386.198/0001-69;3135173568 / 31992260867;Belo Horizonte;Av Bernardo de Vasconcelos, 1347;Santa Cruz;31150-000;3106200;MG;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,INTEGRAÇÃO IFOOD: 3
38092;Drogaria Nova Popular - ROMULO;44.353.497/0001-05;3438251213 / 34;Patos de Minas;Rua Tres Marias, 337 - Loja 3;Aurelio Caixeta;38702-050;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
38094;Drogaria Sao Lucas ;43.325.911/0001-00;61996952553 / 61;Riachinho;Av JK, 849;Centro;38640-000;3154457;MG;Sim;CLIENTE;5.0;MERCHFARMA: 3,HOS P344: 3
38095;Drogaria Bem Estar Filial 6 - WA - (Cobrança Matriz);20.088.058/0006-50;77999702891 / 77;Carinhanha;R Antonio Abrel, 79;Alto da Colina;46445-000;2907103;BA;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOS FISCAL: 2
38102;Drogaria Farmalis - PAULO;17.423.669/0001-99;2733494297 / 27;Vila Velha;Av Sergio Cardoso, 1928;Aracas;29103-295;3205200;ES;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 4
38103;Farmacia Souza Lima - Rede Meta - (Cobrança Matriz);44.114.828/0001-46;33999471101 / 33;Piedade de Caratinga;Av Isabel Vieira, 55 ;Centro;35325-000;3150158;MG;Sim;CLIENTE;10.0;MERCHFARMA: 4,HOS P344: 4,HOSCHAT: 4,HOSGESTAO: 4
38107;Oficial Farma - ANDRE;45.085.028/0001-07;91985383286 / 91;Garrafão do Norte;Av. 7 de Setembro S/N;Paranaense;68665-000;1503077;PA;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 5,HOS DIGITALIZE: 5,HOSCLOUD BACKUP: 2
38108;Farmacia do Luis Paulo - Rede Inova - ANDRE;43.841.886/0001-09;37988010473 / 3788397336;Conceição do Pará;Rua Sinfronio Leite, 122 Loja 05 ;Centro;35668-000;3117603;MG;Sim;CLIENTE;3.0;MERCHFARMA: 4,HOS P344: 4,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 2
38109;Farmacia HiperFarma - Rede Soma - ANDRE;44.692.111/0001-81;74991141197 / 74;Campo Formoso;Tv Floriano Peixoto, S/N;Centro;44790-000;2906006;BA;Sim;CLIENTE;30.0;MERCHFARMA: 8,HOS P344: 8,HOSTRIBUTARIO: 8
38112;Drogaria Planalto - Compre Bem - ANDRE;29.303.719/0001-83;6634684024 / 66996281433;Água Boa;Av Planalto, 4197;Universitario;78635-000;5100201;MT;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 4,HOS FISCAL: 1,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 3
38117;MegaFarma Farmacia Filial - PAULO;38.218.577/0002-28;71992351312 / 71;Camaçari;Av Padre Maria Tonucci, 231;Nova Vitoria;42802-481;2905701;BA;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,HOS REPLICADOR: 3
38119;Farma Poupe Mais I - Melhor Compra - IMP;45.303.442/0001-45;98992140007 / 98;Coroatá;Tv Jorge Amorim, S/N;Centro;65715-000;2103604;MA;Sim;CLIENTE;0.0;MERCHFARMA: 3,HOS P344: 3,HOSDASHBOARD: 3
38121;Inova - FABIANO;28.670.218/0001-72;3235561449 / 3238981350;São Geraldo;R Pref Joao Vicente Ferreira Filho, 93;Santo Antonio;36530-000;3161502;MG;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 2
38122;Drogaria Popular RS - P344;41.272.660/0001-09;51996020426 / 51;Porto Alegre;Av. Otto Niemeyer, 2729;Tristeza;91910-001;4314902;RS;Sim;CLIENTE;3.0;MERCHFARMA: 1,HOS P344: 1
38124;Drogaria  Amaral - Rede Inova - WA - (Cobrança Matriz);05.746.091/0001-22;3132981328 / 31;Açucena;R Alvina, 23;Centro;35147-000;3100500;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6,HOS DIGITALIZE: 7,HOSCLOUD BACKUP: 2,HOSCHAT: 4
38126;Drogaria Mais Saude - LEF SISTEMAS;45.011.374/0001-40;92993372134 / 92;Caapiranga;R Francisca Amorim Franco, 453;Sao Geraldo;69425-000;1300839;AM;Sim;CLIENTE;10.0;MERCHFARMA: 1,HOS P344: 1,HOSCLOUD BACKUP: 2
38128;Manipular - ANDRE;41.869.530/0001-58;9870017959 / 98;São José de Ribamar;Avenida A, Quadra 5, 28B ;Jardim Araçagy;65115-001;2111201;MA;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,HOS FÓRMULA: 3
38130;Drogaria Sao Joao - ANDRE;35.715.109/0001-90;84999985028 / 84;Pendências;Rua Jose Ramos, 171;Centro;59504-000;2409902;RN;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
38131;SupremaFarma - Compre Bem;45.142.430/0001-86;99991620395 / 99;Sucupira do Norte;R Dr Adonias Lucas de Lacerda, 902;Centro;65860-000;2111904;MA;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4,HOSCLOUD BACKUP: 3,HOSCHAT: 4
38134;Farmacia Mais Saude - ZULEILSON;44.840.555/0001-17;8532256872 / 85;Fortaleza;R Conego lima Sucupira, 2371 Loja 10;Parangaba;60740-154;2304400;CE;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 2,HOSCHAT: 6
38138;Droga Economica - INOVAR;45.390.162/0001-11;81999932824 / 81;Santa Cruz do Capibaribe;R Inacio Vitorino, 176;Cruz Alta;55195-054;2612505;PE;Não;CLIENTE;0.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5
38144;Biofarma;21.936.088/0001-28;1146092725 / 1146082390;Francisco Morato;Estrada Arcilio Federzoni, 763;Jardim Silvia;07951-000;3516309;SP;Sim;CLIENTE;1.0;MERCHFARMA: 12,HOS P344: 12,HOS FÓRMULA: 12,HOS REPLICADOR: 12,HOSTRIBUTARIO: 12,HOSCLOUD BACKUP: 2,LAYOUT NFS-E: 12
38147;Drogaria Sao Pedro - ROMULO;45.541.507/0001-90;34993058476 / 34;Presidente Olegário;R Paulo Piva, 180;Ponte Firme;38754-000;3153400;MG;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2
38149;Rede Inova Porteirinha ;09.281.824/0001-51;3838312244 / 38991612244;Porteirinha;R Belo Horizonte, 1005;Ouro Branco;39520-000;3152204;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FISCAL: 4,HOS REPLICADOR: 4,HOSTRIBUTARIO: 4,HOS DIGITALIZE: 4,HOSCLOUD BACKUP: 3,HOSGESTÃO PLUS: 4,CONCILIAÇÃO DE CREDENCIADORAS - BOA VISTA-3500: 1
38151;Farmacia da Gente - CELULAH;45.855.402/0001-06;91993722620 / 91;Augusto Corrêa;Av Jose Lauro da Costa SN;Nazare;68610-000;1500909;PA;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSDASHBOARD: 5
38152;Poupe Mais Farma - Melhor Compra;37.964.212/0001-07;85991384444 / 85999494082;Trairi;Av Salvador Martins, 353;Volta do S;62690-000;2313500;CE;Sim;CLIENTE;1.0;MERCHFARMA: 5,HOS P344: 5,HOSCLOUD BACKUP: 2,HOSCHAT: 4,HOSDASHBOARD: 5
38154;Drogaria Boa de Mais - Melhor Compra - CELULAH;37.679.606/0001-05;2130754777 / 21988691828;Nova Iguaçu;Av Abilio Augusto Tavora, 3251;Marapicu;26294-300;3303500;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 2,HOSDASHBOARD: 3
38155;Fideli Pharma - ANDRE;08.060.598/0001-16;85999399388 / 85;Eusébio;Av Litorania, 900 Loja 07;Precabura;61760-001;2304285;CE;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 2
38156;Farmacia Mais Saude Matriz - ANDRE;27.057.320/0001-34;77999519665 / 77;Paratinga;Av Dr Manoel Novaes, 183;Centro;47500-000;2923704;BA;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FINANÇAS: 4,HOS REPLICADOR: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 4
38157;Farmacia Mais Saude Filial - ANDRE;27.057.320/0002-15;77981024452 / 77;Pindaí;R Sao Joao, 5;Centro;46360-000;2924504;BA;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOS FINANÇAS: 4,HOS REPLICADOR: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 6
38165;Drogaria Idris - CELULAH;41.755.382/0001-40;62993636138 / 62;Goiânia;Av. Sergipe, 284;Setor Campinas;74693-169;5208707;GO;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 2
38166;Drogaria da Economia - Rede Inova - WA - (Cobrança Matriz);06.317.514/0001-51;3533462554 / 35997272554;Cruzília;R Juscelino Kubistschek Oliveira, 291;Brejinho;37445-000;3120805;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOSTRIBUTARIO: 5,HOS DIGITALIZE: 5,HOSCLOUD BACKUP: 5,HOSCHAT: 4
38167;Avenida Drugstore - Rede Inova - DEIVSON;10.683.112/0001-48;33991530970 / 33998523501;Nanuque;Av. Santos Dumont, 232;Centro;39860-000;3144300;MG;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 9,HOS FISCAL: 9,HOS REPLICADOR: 9,HOSTRIBUTARIO: 9,HOS DIGITALIZE: 9,HOSCLOUD BACKUP: 3,HOS ENTREGAS: 9,HOSGESTÃO PLUS: 9
38168;Farmacia Brasil - Rede Inova - DEIVSON;22.849.079/0001-62;3336212666 / 33991412660;Nanuque;Rua Rio Grande do Norte 81;Viola Nova;39860-000;3144300;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,ESTAÇÃO ADICIONAL: 1,HOS DIGITALIZE: 5,HOSCLOUD BACKUP: 5,HOS ENTREGAS: 5,HOSGESTÃO PLUS: 5
38170;Princefar Parque Olinda - BEEASY;24.893.181/0002-71;51993545853 / 51;Gravataí;Rua Guilherme Schmitz 2265 ;Parque Olinda;94065-200;4309209;RS;Sim;CLIENTE;1.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 4
38173;Agafarma Filial - PAULO - (Cobrança Matriz);09.574.280/0002-05;51994400692 / 51;Capão da Canoa;R Monte Branco, 170;Arroio Teixeira;95555-000;4304630;RS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOS REPLICADOR: 3,INTEGRAÇÃO IFOOD: 3
38175;Preco da Gente Lj 1 - Rede Soma - CELULAH;28.298.096/0002-16;79998553019 / 79;Lagarto;R Def Joaquim Prata Souza, 70;Centro;49400-069;2803500;SE;Sim;CLIENTE;1.0;MERCHFARMA: 2,HOS P344: 2,HOS REPLICADOR: 2,HOSCHAT: 2
38176;Multi Farma Lj 2 - CELULAH;25.175.403/0001-00;79999861525 / 79;Lagarto;R Dr. Laudelino Freire, 268;Centro;49400-005;2803500;SE;Sim;CLIENTE;5.0;MERCHFARMA: 2,HOS P344: 2,HOS REPLICADOR: 2,HOSCHAT: 2
38182;Poupa Mais Farma - Melhor Compra ;45.859.665/0001-93;31994334478 / 31;Juatuba;R Jose Nanco, 143;Boa Vista I;35675-000;3136652;MG;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 2,HOSDASHBOARD: 3
38186;Drogaria Leal - PAULO;01.159.396/0001-87;8934391177 / 899994366608;Marcolândia;R Corinto Matos, 98;Centro;64685-000;2205953;PI;Sim;CLIENTE;30.0;MERCHFARMA: 8,HOS P344: 8,HOSTRIBUTARIO: 8,HOS DIGITALIZE: 8,HOSCLOUD BACKUP: 8,HOSCHAT: 4
38187;Viva Mais Pharma - INOVAR;44.054.098/0001-35;83981714741 / 83;Piancó;Av Gil Galdino, SN;Centro;58765-000;2511301;PB;Sim;CLIENTE;5.0;MERCHFARMA: 2,HOS P344: 2,HOS FISCAL: 2,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 2
38188;Rede Inova Drogacenter - CELULAH;05.814.529/0001-62;3837451184 / 38;Lagoa dos Patos;Cel Aristides Batista 77;Centro;39360-000;3137304;MG;Sim;CLIENTE;15.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 5,HOSCHAT: 4,HOSGESTAO: 0
38191;Farma Bolico - Associadas;45.610.422/0001-17;51980110396 / 51;Gramado Xavier;Av Santa Cruz, 1092;Centro;96875-000;4309159;RS;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 5,HOSTRIBUTARIO: 6,HOS DIGITALIZE: 6
38192;Drogaria Silva - ANDRE;05.573.788/0001-49;98991420047 / 98;Altamira do Maranhão;R Damiao Bezerra, 515;Centro;65310-000;2100402;MA;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1
38195;Farmacia Sao Lucas Ity - Rede Inova - WA - (Cobrança Matriz);45.739.013/0001-15;33999154381 / 33;Itambacuri;Av Frei Arcangelo 1449 Lote;Centro;39830-000;3132701;MG;Sim;CLIENTE;10.0;MERCHFARMA: 8,HOS P344: 8,HOS FISCAL: 8,ESTAÇÃO ADICIONAL: 3,HOSTRIBUTARIO: 8,HOSCLOUD BACKUP: 2
38196;Cardozo Farma - LEF SISTEMAS;46.191.055/0001-27;69992682749 / 69;Castanheiras;Av Pinheiros, 2076;Centro;76948-000;1100908;RO;Sim;CLIENTE;3.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2,HOSCLOUD BACKUP: 2
38199;Nossa Farmacia - LEF SISTEMAS;45.665.383/0001-55;67999029847 / 67;Jaraguari;R Orlando Nogueira, 390;Centro;79440-001;5004908;MS;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,ESTAÇÃO ADICIONAL: 1,HOSCLOUD BACKUP: 2
38200;Drogaria Santa Terezinha - Melhor Compra ;15.864.150/0001-10;6934613997 / 69992263013;Ouro Preto do Oeste;Av Daniel Combino, 1842;Uniao;76920-000;1100155;RO;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOSTRIBUTARIO: 6,HOSDASHBOARD: 6
38201;Farmacia Popular do Povo Matriz - ANDRE;04.673.176/0001-65;7332633715 / 73;Teixeira de Freitas;Av Presidente Getulio Vargas, 5915;Nova Teixeira;45994-322;2931350;BA;Sim;CLIENTE;15.0;MERCHFARMA: 10,HOS P344: 10,HOS FISCAL: 10,HOS REPLICADOR: 10,HOSTRIBUTARIO: 10
38208;Pharmoderm ;06.237.027/0001-89;3235326322 / 32;Ubá;R Sao Jose, 345;Centro;36500-026;3169901;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS FÓRMULA: 7,HOSCLOUD BACKUP: 3,LAYOUT NFS-E: 7,HOSCHAT: 7
38211;Botica Merlot;20.391.838/0001-60;54999832076 / 54;Bento Goncalves;Rod ERS 444 km 19 n.4060 sala 01;Vale dos Vinhedos;95711-000;4302105;RS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
38219;Farma Vida;14.261.624/0001-77;55996145657 / 55;Esperança do Sul;Av Rio Branco, 1194;Centro;98635-000;4307450;RS;Sim;CLIENTE;0.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
38220;Alencar Pharma - Rede Bem - ZULEILSON;42.158.604/0001-00;87996110797 / 87;Sertânia;Rua Amaro Larayette, 115;Centro;56600-000;2614105;PE;Sim;CLIENTE;10.0;MERCHFARMA: 1,HOS P344: 3
38228;Rede Soma - CELULAH;45.317.858/0001-12;99981245232 / 99;Caxias;Trv Jerusalem, 2618;Nova Caxias;65604-320;2103000;MA;Sim;CLIENTE;15.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 4
38230;Drogaria Carimbo - LOJA SOLUCOES - (Cobrança Matriz);45.922.552/0001-95;91996315604 / 91;Belém;R Oito de Maio, 130;Agulha;66811-130;1501402;PA;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 5,ESTAÇÃO ADICIONAL: 1
38280;Drogaria Espirito Santo - PAULO;45.875.878/0001-09;27999397086 / 27;Guarapari;R Carlos Santana, 74;Centro;29200-142;3202405;ES;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 3
38281;Farmacia do Trabalhador - ANDRE;20.695.960/0001-20;73991704764 / 73;Eunápolis;Rua Cristovao Colombo, 1060;Pequi;45828-156;2910727;BA;Sim;CLIENTE;20.0;MERCHFARMA: 4,HOS P344: 4,HOS REPLICADOR: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 2,HOSCHAT: 4
38282;Farmacia do Trabalhador Filial 1 - ANDRE;20.695.960/0002-01;73991704764 / 73;Eunápolis;Rua Cristovao Colombo 64;Pequi;45828-156;2910727;BA;Sim;CLIENTE;0.0;MERCHFARMA: 4,HOS P344: 4,HOS REPLICADOR: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 2,HOSCHAT: 4
38284;Malagori - Soma - EVERTON;46.705.693/0001-19;32984167920 / 32999024154;Santos Dumont;Av Presidente Getulio Vargas, 377;Centro;36240-078;3160702;MG;Sim;CLIENTE;15.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 1,HOSDASHBOARD: 6
38285;Lider - Associadas - CELULAH;88.250.907/0009-07;5135461996 / 51;Três Coroas;R 12 de Maio, 297;Centro;95660-000;4321709;RS;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 9,HOS FÓRMULA: 9,ESTAÇÃO ADICIONAL: 2
38287;Farmacia Paz e Bem - INOVAR;42.752.707/0001-02;83991574837 / 83;Caldas Brandão;R Governador Antonio Mariz, 411;Caja;58350-000;2503803;PB;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOS FISCAL: 2,ESTAÇÃO ADICIONAL: 1
